epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,7361.01,0.85573,0.67789,1.11624,0.79659,0.76181,0.82812,0.66577,0.77037,0.67863,1.15523,0.004555,0.004555,0.004555
112,7426.98,0.86515,0.69033,1.12233,0.81663,0.74435,0.82826,0.66675,0.76795,0.67986,1.15355,0.0045055,0.0045055,0.0045055
113,7493.1,0.85805,0.68127,1.12079,0.80665,0.74626,0.82757,0.66919,0.76172,0.67883,1.14995,0.004456,0.004456,0.004456
114,7559.11,0.85445,0.68593,1.11753,0.80905,0.73826,0.8273,0.66751,0.76239,0.68463,1.15126,0.0044065,0.0044065,0.0044065
115,7625.08,0.85083,0.6758,1.11841,0.80926,0.73933,0.82863,0.66843,0.76338,0.68023,1.15178,0.004357,0.004357,0.004357
116,7691.13,0.85589,0.67646,1.12323,0.81605,0.73791,0.82859,0.66909,0.76488,0.67558,1.15385,0.0043075,0.0043075,0.0043075
117,7757.26,0.84712,0.66444,1.11452,0.81264,0.73862,0.82874,0.66977,0.76457,0.67274,1.15315,0.004258,0.004258,0.004258
118,7823.37,0.84798,0.66226,1.11605,0.80985,0.73791,0.82875,0.6693,0.76527,0.67191,1.15311,0.0042085,0.0042085,0.0042085
119,7889.47,0.84268,0.65971,1.11161,0.79916,0.74997,0.82862,0.66808,0.76527,0.67448,1.15151,0.004159,0.004159,0.004159
120,7955.68,0.85118,0.66542,1.11427,0.81251,0.73933,0.82954,0.66914,0.7656,0.67746,1.15084,0.0041095,0.0041095,0.0041095
121,8021.94,0.84296,0.6601,1.11419,0.79904,0.74467,0.82825,0.66731,0.76657,0.67971,1.15399,0.00406,0.00406,0.00406
122,8088.22,0.84719,0.66701,1.11526,0.80396,0.73933,0.82527,0.66642,0.76507,0.68274,1.15356,0.0040105,0.0040105,0.0040105
123,8154.54,0.84317,0.65483,1.11011,0.80512,0.74048,0.82559,0.66582,0.76635,0.68462,1.15493,0.003961,0.003961,0.003961
124,8220.85,0.8492,0.65511,1.10818,0.81281,0.73504,0.82538,0.66578,0.76655,0.68568,1.15646,0.0039115,0.0039115,0.0039115
125,8287.08,0.83464,0.64299,1.10746,0.80605,0.74193,0.82552,0.66645,0.76778,0.68642,1.15827,0.003862,0.003862,0.003862
126,8353.28,0.83595,0.65037,1.1055,0.80968,0.73649,0.8264,0.66672,0.76811,0.68622,1.15767,0.0038125,0.0038125,0.0038125
127,8419.59,0.83593,0.64503,1.09996,0.81059,0.73969,0.82672,0.66719,0.76548,0.68278,1.15396,0.003763,0.003763,0.003763
128,8486.05,0.83154,0.64893,1.10679,0.80324,0.74766,0.82802,0.6671,0.7662,0.68364,1.15371,0.0037135,0.0037135,0.0037135
129,8552.5,0.83388,0.64564,1.10452,0.80455,0.74367,0.82805,0.66665,0.76656,0.68431,1.15275,0.003664,0.003664,0.003664
130,8618.86,0.83922,0.64986,1.10607,0.80777,0.73933,0.82782,0.66738,0.76494,0.68375,1.15107,0.0036145,0.0036145,0.0036145
131,8685.16,0.83112,0.64164,1.10122,0.81378,0.73195,0.82651,0.66686,0.76544,0.68513,1.15285,0.003565,0.003565,0.003565
132,8751.46,0.82637,0.63562,1.10058,0.80242,0.74538,0.82716,0.66676,0.76484,0.68525,1.15325,0.0035155,0.0035155,0.0035155
133,8817.63,0.82661,0.6382,1.10079,0.80502,0.74147,0.82647,0.66546,0.76662,0.6859,1.15342,0.003466,0.003466,0.003466
134,8883.63,0.82617,0.63364,1.09501,0.80667,0.74182,0.82607,0.665,0.76742,0.68588,1.15248,0.0034165,0.0034165,0.0034165
135,8949.56,0.82263,0.63222,1.09533,0.8084,0.74218,0.82599,0.66395,0.77021,0.68693,1.15567,0.003367,0.003367,0.003367
136,9015.45,0.81902,0.62641,1.09549,0.80754,0.74395,0.82632,0.66399,0.77065,0.6866,1.15635,0.0033175,0.0033175,0.0033175
137,9081.47,0.82409,0.6326,1.09726,0.80065,0.7468,0.82417,0.66301,0.77183,0.68682,1.15847,0.003268,0.003268,0.003268
138,9147.72,0.81781,0.62486,1.09213,0.796,0.74822,0.82448,0.66303,0.77277,0.68709,1.15997,0.0032185,0.0032185,0.0032185
139,9213.9,0.81539,0.62101,1.09247,0.80801,0.74111,0.82461,0.66226,0.7738,0.68782,1.16233,0.003169,0.003169,0.003169
140,9280.07,0.81525,0.62924,1.08889,0.80965,0.73826,0.82342,0.66256,0.77557,0.68737,1.1643,0.0031195,0.0031195,0.0031195
141,9346.06,0.81493,0.61454,1.09049,0.80744,0.73812,0.82329,0.66132,0.77555,0.68751,1.16501,0.00307,0.00307,0.00307
142,9412.43,0.82078,0.62286,1.09392,0.80454,0.74147,0.82271,0.66044,0.77567,0.68846,1.1654,0.0030205,0.0030205,0.0030205
143,9478.6,0.80787,0.61547,1.08886,0.80867,0.73826,0.82213,0.65997,0.77509,0.68872,1.16573,0.002971,0.002971,0.002971
144,9544.89,0.80768,0.6109,1.08537,0.80753,0.73898,0.822,0.65916,0.77453,0.68917,1.16499,0.0029215,0.0029215,0.0029215
145,9611.02,0.80042,0.60819,1.08598,0.80653,0.73862,0.82069,0.6584,0.77345,0.691,1.16394,0.002872,0.002872,0.002872
146,9677.23,0.80068,0.60608,1.08457,0.81579,0.73364,0.82146,0.65898,0.77412,0.69139,1.16572,0.0028225,0.0028225,0.0028225
147,9743.55,0.80683,0.60625,1.0843,0.81361,0.73425,0.8212,0.65982,0.77401,0.69153,1.16666,0.002773,0.002773,0.002773
